Country,Region_2015,Happiness Rank_2015,Happiness Score_2015,Economy (GDP per Capita)_2015,Family_2015,Health (Life Expectancy)_2015,Freedom_2015,Trust (Government Corruption)_2015,Generosity_2015,Dystopia Residual_2015,Region_2016,Happiness Rank_2016,Happiness Score_2016,Economy (GDP per Capita)_2016,Family_2016,Health (Life Expectancy)_2016,Freedom_2016,Trust (Government Corruption)_2016,Generosity_2016,Dystopia Residual_2016,Happiness Rank_2017,Happiness Score_2017,Economy (GDP per Capita)_2017,Family_2017,Health (Life Expectancy)_2017,Freedom_2017,Generosity_2017,Trust (Government Corruption)_2017,Dystopia Residual_x,Region_2017,Happiness Rank_2018,Happiness Score_2018,Economy (GDP per Capita)_2018,Family_2018,Health (Life Expectancy)_2018,Freedom_2018,Generosity_2018,Trust (Government Corruption)_2018,Region_2018,Happiness Rank_2019,Happiness Score_2019,Economy (GDP per Capita)_2019,Family_2019,Health (Life Expectancy)_2019,Freedom_2019,Generosity_2019,Trust (Government Corruption)_2019,Region_2019,Region_2020,Happiness Score_2020,Economy (GDP per Capita)_2020,Family_2020,Health (Life Expectancy)_2020,Freedom_2020,Generosity_2020,Trust (Government Corruption)_2020,Dystopia Residual_y,Happiness Rank_2020,Region,Happiness Score_2021,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Generosity,Trust (Government Corruption),Dystopia Residual_2021,Happiness Rank_2021,Happiness Rank_2022,Happiness Score_2022,Dystopia Residual_2022,Code
Jordan,Middle East and Northern Africa,82,5.192,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996,Middle East and Northern Africa,80,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,2.20142,74,5.33599996566772,0.991012394428253,1.23908889293671,0.604590058326721,0.418421149253845,0.172170460224152,0.11980327218771,1.79117655754089,Middle East and Northern Africa,90,5.161,0.822,1.265,0.645,0.468,0.13,0.134,Middle East and Northern Africa,101,4.906,0.837,1.225,0.815,0.383,0.11,0.13,Middle East and Northern Africa,Middle East and North Africa,4.633399963,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,1.262258053,119,Middle East and North Africa,4.395,9.182,0.767,67.0,0.755,-0.167,0.705,1.553,127,134,4.152,0.695,JOR
Montenegro,Central and Eastern Europe,82,5.192,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,Central and Eastern Europe,88,5.161,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191,2.25531,83,5.23699998855591,1.12112903594971,1.23837649822235,0.667464673519135,0.194989055395126,0.197911024093628,0.0881741940975189,1.72919154167175,Central and Eastern Europe,81,5.347,1.017,1.279,0.729,0.259,0.111,0.081,Central and Eastern Europe,73,5.523,1.051,1.361,0.871,0.197,0.142,0.08,Central and Eastern Europe,Central and Eastern Europe,5.54610014,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.783121586,1.880565882,72,Central and Eastern Europe,5.581,9.94,0.858,68.699,0.708,-0.034,0.812,2.254,72,75,5.547,1.619,MNE
China,Eastern Asia,84,5.14,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185,1.8604,Eastern Asia,83,5.245,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959,2.17087,79,5.27299976348877,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,1.76493859291077,Eastern Asia,86,5.246,0.989,1.142,0.799,0.597,0.029,0.103,Eastern Asia,93,5.191,1.029,1.125,0.893,0.521,0.058,0.1,Eastern Asia,East Asia,5.123899937,9.688568115,0.798760593,69.2891922,0.898517907,-0.18142575,0.7539711,1.336181879,94,East Asia,5.339,9.673,0.811,69.593,0.904,-0.146,0.755,1.982,84,72,5.585,1.516,CHN
Zambia,Sub-Saharan Africa,85,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,2.6343,Sub-Saharan Africa,106,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,2.58991,116,4.51399993896484,0.636406779289246,1.00318729877472,0.257835894823074,0.461603492498398,0.249580144882202,0.0782135501503944,1.82670545578003,Sub-Saharan Africa,125,4.377,0.562,1.047,0.295,0.503,0.221,0.082,Sub-Saharan Africa,138,4.107,0.578,1.058,0.426,0.431,0.247,0.087,Sub-Saharan Africa,Sub-Saharan Africa,3.759399891,8.224720001,0.698824465,55.29937744,0.806500256,0.078037128,0.801289678,1.134339333,141,Sub-Saharan Africa,4.073,8.145,0.708,55.809,0.782,0.061,0.823,1.975,137,137,3.76,1.135,ZMB
Romania,Central and Eastern Europe,86,5.124,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748,1.93129,Central and Eastern Europe,71,5.528,1.1697,0.72803,0.67602,0.36712,0.00679,0.12889,2.45184,57,5.82499980926514,1.21768391132355,1.15009129047394,0.685158312320709,0.457003742456436,0.133519917726517,0.00438790069893,2.17683148384094,Central and Eastern Europe,52,5.945,1.116,1.219,0.726,0.528,0.088,0.001,Central and Eastern Europe,48,6.07,1.162,1.232,0.825,0.462,0.083,0.005,Central and Eastern Europe,Central and Eastern Europe,6.123700142,10.107584,0.825161517,67.20723724,0.842823207,-0.19781521,0.934300244,2.412749767,47,Central and Eastern Europe,6.14,10.284,0.832,67.355,0.845,-0.219,0.938,2.83,46,28,6.477,2.446,ROU
Serbia,Central and Eastern Europe,87,5.123,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025,Central and Eastern Europe,86,5.177,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737,2.27539,73,5.39499998092651,1.06931757926941,1.25818979740143,0.65078467130661,0.208715528249741,0.220125883817673,0.0409037806093693,1.94708442687988,Central and Eastern Europe,78,5.398,0.975,1.369,0.685,0.288,0.134,0.043,Central and Eastern Europe,70,5.603,1.004,1.383,0.854,0.282,0.137,0.039,Central and Eastern Europe,Central and Eastern Europe,5.77820015,9.680980682,0.881475747,68.21020508,0.726495862,-0.073676221,0.843509018,2.029040098,64,Central and Eastern Europe,6.078,9.787,0.873,68.6,0.778,0.002,0.835,2.682,48,43,6.178,2.031,SRB
Portugal,Western Europe,88,5.102,1.15991,1.13935,0.87519,0.51469,0.01078,0.13719,1.26462,Western Europe,94,5.123,1.27607,0.94367,0.79363,0.44727,0.01521,0.11691,1.53015,89,5.19500017166138,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,1.10768270492554,Western Europe,77,5.41,1.188,1.429,0.884,0.562,0.055,0.017,Western Europe,66,5.693,1.221,1.431,0.999,0.508,0.047,0.025,Western Europe,Western Europe,5.910900116,10.26374245,0.886590719,72.40202332,0.888747811,-0.220714301,0.892629504,1.752558708,59,Western Europe,5.929,10.421,0.879,72.6,0.892,-0.244,0.887,2.225,58,56,6.016,1.691,PRT
Latvia,Central and Eastern Europe,89,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,Central and Eastern Europe,68,5.56,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445,2.20859,54,5.84999990463257,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,1.99365520477295,Central and Eastern Europe,53,5.933,1.148,1.454,0.671,0.363,0.092,0.066,Central and Eastern Europe,53,5.94,1.187,1.465,0.812,0.264,0.075,0.064,Central and Eastern Europe,Central and Eastern Europe,5.949999809,10.17531967,0.918288589,66.8074646,0.671237648,-0.186888844,0.795580089,2.121283054,57,Central and Eastern Europe,6.032,10.315,0.927,67.1,0.715,-0.162,0.8,2.536,51,42,6.18,1.923,LVA
Philippines,Southeastern Asia,90,5.073,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,Southeastern Asia,82,5.279,0.81217,0.87877,0.47036,0.54854,0.11757,0.21674,2.23484,72,5.42999982833862,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.193513423204422,0.0993318930268288,1.97260475158691,Southeastern Asia,71,5.524,0.775,1.312,0.513,0.643,0.12,0.105,Southeastern Asia,69,5.631,0.807,1.293,0.657,0.558,0.117,0.107,Southeastern Asia,Southeast Asia,6.006000042,8.993545532,0.846730053,61.92676163,0.915463448,-0.105463006,0.733634114,2.501741886,52,Southeast Asia,5.88,9.076,0.83,62.0,0.917,-0.097,0.742,2.872,61,60,5.904,2.283,PHL
Morocco,Middle East and Northern Africa,92,5.013,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2.45373,Middle East and Northern Africa,90,5.151,0.84058,0.38595,0.59471,0.25646,0.08404,0.04053,2.94891,84,5.2350001335144,0.878114581108093,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896,2.45618939399719,Middle East and Northern Africa,85,5.254,0.779,0.797,0.669,0.46,0.026,0.074,Middle East and Northern Africa,89,5.208,0.801,0.782,0.782,0.418,0.036,0.076,Middle East and Northern Africa,Middle East and North Africa,5.094799995,8.940313339,0.592628479,65.89624023,0.772072434,-0.240377247,0.815724611,2.378402472,97,Middle East and North Africa,4.918,8.903,0.56,66.208,0.774,-0.236,0.801,2.749,106,100,5.06,2.405,MAR
Albania,Central and Eastern Europe,95,4.959,0.87867,0.80434,0.81325,0.35733,0.06413,0.14272,1.89894,Central and Eastern Europe,109,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.92816,109,4.64400005340576,0.996192753314972,0.803685247898102,0.731159746646881,0.381498634815216,0.201312944293022,0.0398642159998417,1.49044156074524,Central and Eastern Europe,112,4.586,0.916,0.817,0.79,0.419,0.149,0.032,Central and Eastern Europe,107,4.719,0.947,0.848,0.874,0.383,0.178,0.027,Central and Eastern Europe,Central and Eastern Europe,4.882699966,9.417930603,0.671070457,68.70813751,0.781994224,-0.042309489,0.896303713,1.640897036,105,Central and Eastern Europe,5.117,9.52,0.697,68.999,0.785,-0.03,0.901,2.25,93,90,5.199,1.718,ALB
Bosnia and Herzegovina,Central and Eastern Europe,96,4.949,0.83223,0.91916,0.79081,0.09245,0.00227,0.24808,2.06367,Central and Eastern Europe,87,5.163,0.93383,0.64367,0.70766,0.09511,0.0,0.29889,2.48406,90,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0.0,1.89217257499695,Central and Eastern Europe,93,5.129,0.915,1.078,0.758,0.28,0.216,0.0,Central and Eastern Europe,78,5.386,0.945,1.212,0.845,0.212,0.263,0.006,Central and Eastern Europe,Central and Eastern Europe,5.674099922,9.455817223,0.829204142,67.80813599,0.651352704,0.098274559,0.933769107,2.16724205,69,Central and Eastern Europe,5.813,9.59,0.87,68.098,0.706,0.113,0.931,2.583,64,67,5.768,1.869,BIH
Dominican Republic,Latin America and Caribbean,98,4.885,0.89537,1.17202,0.66825,0.57672,0.14234,0.21684,1.21305,Latin America and Caribbean,89,5.155,1.02787,0.99496,0.57669,0.52259,0.12372,0.21286,1.69626,86,5.23000001907349,1.07937383651733,1.40241670608521,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,1.31946516036987,Latin America and Caribbean,83,5.302,0.982,1.441,0.614,0.578,0.12,0.106,Latin America and Caribbean,77,5.425,1.015,1.401,0.779,0.497,0.113,0.101,Latin America and Caribbean,Latin America and Caribbean,5.689199924,9.664880753,0.882085383,65.80748749,0.866202772,-0.131263286,0.755999923,1.844246864,68,Latin America and Caribbean,5.545,9.802,0.853,66.102,0.86,-0.133,0.714,2.178,73,69,5.737,1.751,DOM
Mongolia,Eastern Asia,100,4.874,0.82819,1.3006,0.60268,0.43626,0.02666,0.3323,1.34759,Eastern Asia,101,4.907,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,1.53586,100,4.95499992370605,1.02723586559296,1.4930112361908,0.557783484458923,0.394143968820572,0.338464230298996,0.0329022891819477,1.11129236221313,Eastern Asia,94,5.125,0.914,1.517,0.575,0.395,0.253,0.032,Eastern Asia,83,5.285,0.948,1.531,0.667,0.317,0.235,0.038,Eastern Asia,East Asia,5.456200123,9.412186623,0.937142491,62.30448532,0.693351328,0.098093867,0.863511205,1.810527563,81,East Asia,5.677,9.4,0.935,62.5,0.708,0.116,0.856,2.492,70,68,5.761,1.999,MNG
Greece,Western Europe,102,4.857,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101,Western Europe,99,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0.0,2.12944,87,5.22700023651123,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,1.74922156333923,Western Europe,79,5.358,1.154,1.202,0.879,0.131,0.0,0.044,Western Europe,82,5.287,1.181,1.156,0.999,0.067,0.0,0.034,Western Europe,Western Europe,5.514999866,10.13232613,0.814380348,72.40525818,0.541345119,-0.300907373,0.859931409,2.016179085,77,Western Europe,5.723,10.279,0.823,72.6,0.582,-0.288,0.823,2.561,68,58,5.948,2.119,GRC
Lebanon,Middle East and Northern Africa,103,4.839,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059,Middle East and Northern Africa,93,5.129,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,2.07339,88,5.22499990463257,1.07498753070831,1.12962424755096,0.735081076622009,0.288515985012054,0.264450758695602,0.037513829767704,1.69507384300232,Middle East and Northern Africa,80,5.358,0.965,1.179,0.785,0.503,0.214,0.136,Middle East and Northern Africa,91,5.197,0.987,1.224,0.815,0.216,0.166,0.027,Middle East and Northern Africa,Middle East and North Africa,4.771500111,9.3617239,0.824338138,67.10658264,0.551357508,-0.06121527,0.90225625,1.53554225,111,Middle East and North Africa,4.584,9.626,0.848,67.355,0.525,-0.073,0.898,1.736,123,145,2.955,0.216,LBN
Hungary,Central and Eastern Europe,104,4.8,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074,Central and Eastern Europe,91,5.145,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,1.95473,75,5.32399988174438,1.2860119342804,1.34313309192657,0.687763452529907,0.175863519310951,0.0784016624093056,0.0366369374096394,1.71645927429199,Central and Eastern Europe,69,5.62,1.171,1.401,0.732,0.259,0.061,0.022,Central and Eastern Europe,62,5.758,1.201,1.41,0.828,0.199,0.081,0.02,Central and Eastern Europe,Central and Eastern Europe,6.000400066,10.24924374,0.921934128,67.60997009,0.718964577,-0.194323018,0.892916501,2.121845722,53,Central and Eastern Europe,5.992,10.358,0.943,68.0,0.755,-0.186,0.876,2.432,53,51,6.086,1.812,HUN
Honduras,Latin America and Caribbean,105,4.788,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,1.84408,Latin America and Caribbean,104,4.871,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,2.29551,91,5.18100023269653,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.236188873648643,0.0733454525470734,2.06581115722656,Latin America and Caribbean,72,5.504,0.62,1.205,0.622,0.459,0.197,0.074,Latin America and Caribbean,59,5.86,0.642,1.236,0.828,0.507,0.246,0.078,Latin America and Caribbean,Latin America and Caribbean,5.953199863,8.424534798,0.821870148,67.19876862,0.870603263,0.086969115,0.801131904,2.464295387,56,Latin America and Caribbean,5.919,8.648,0.812,67.3,0.857,0.081,0.809,2.934,59,55,6.022,2.611,HND
Tajikistan,Central and Eastern Europe,106,4.786,0.39047,0.85563,0.57379,0.47216,0.15072,0.22974,2.11399,Central and Eastern Europe,100,4.996,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,2.39106,96,5.04099988937378,0.524713635444641,1.27146327495575,0.529235124588013,0.471566706895828,0.248997643589973,0.146377146244049,1.84904932975769,Central and Eastern Europe,88,5.199,0.474,1.166,0.598,0.292,0.187,0.034,Central and Eastern Europe,74,5.467,0.493,1.098,0.718,0.389,0.23,0.144,Central and Eastern Europe,Commonwealth of Independent States,5.555699825,8.024810791,0.835297108,64.10459137,0.831383407,-0.025088511,0.592076063,2.25650835,71,Commonwealth of Independent States,5.466,8.091,0.86,64.281,0.832,-0.056,0.553,2.619,78,83,5.377,1.895,TJK
Tunisia,Middle East and Northern Africa,107,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,Middle East and Northern Africa,98,5.045,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,2.68413,102,4.80499982833862,1.00726580619812,0.868351459503174,0.613212049007416,0.289680689573288,0.0496933571994305,0.0867231488227844,1.89025115966797,Middle East and Northern Africa,111,4.592,0.9,0.906,0.69,0.271,0.04,0.063,Middle East and Northern Africa,124,4.461,0.921,1.0,0.815,0.167,0.059,0.055,Middle East and Northern Africa,Middle East and North Africa,4.392199993,9.314972878,0.688718557,66.89785767,0.593361557,-0.216413811,0.867590249,1.528496742,128,Middle East and North Africa,4.596,9.266,0.691,67.201,0.656,-0.201,0.87,2.138,122,120,4.516,1.54,TUN
Bangladesh,Southern Asia,109,4.694,0.39753,0.43106,0.60164,0.4082,0.12569,0.21222,2.51767,Southern Asia,110,4.643,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2.60904,110,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.172255352139473,0.123717859387398,1.97873616218567,Southern Asia,115,4.5,0.532,0.85,0.579,0.58,0.153,0.144,Southern Asia,125,4.456,0.562,0.928,0.723,0.527,0.166,0.143,Southern Asia,South Asia,4.832799911,8.287063599,0.687292993,64.50306702,0.90062499,-0.033664726,0.661843538,1.755261898,107,South Asia,5.025,8.454,0.693,64.8,0.877,-0.041,0.682,2.427,101,94,5.155,1.967,BGD
Iran,Middle East and Northern Africa,110,4.686,1.0088,0.54447,0.69805,0.30033,0.05863,0.38086,1.6944,Middle East and Northern Africa,105,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,1.99817,108,4.69199991226196,1.15687310695648,0.711551249027252,0.639333188533783,0.249322608113289,0.387242913246155,0.048761073499918,1.49873495101929,Middle East and Northern Africa,106,4.707,1.059,0.771,0.691,0.459,0.282,0.129,Middle East and Northern Africa,117,4.548,1.1,0.842,0.785,0.305,0.27,0.125,Middle East and Northern Africa,Middle East and North Africa,4.672399998,9.813719749,0.694689691,66.00614929,0.647873282,0.117891103,0.714635968,1.286969423,118,Middle East and North Africa,4.721,9.584,0.71,66.3,0.608,0.218,0.714,1.823,118,110,4.888,1.427,IRN
Ukraine,Central and Eastern Europe,111,4.681,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,Central and Eastern Europe,123,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,132,4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.122974775731564,0.270061463117599,0.0230294708162546,0.814382314682007,Central and Eastern Europe,138,4.103,0.793,1.413,0.609,0.163,0.187,0.011,Central and Eastern Europe,133,4.332,0.82,1.39,0.739,0.178,0.187,0.01,Central and Eastern Europe,Commonwealth of Independent States,4.56069994,9.010690689,0.878879368,64.60678101,0.663081884,-0.030933706,0.920636714,1.252669334,123,Commonwealth of Independent States,4.875,9.436,0.888,64.902,0.724,-0.011,0.924,1.813,110,98,5.084,1.331,UKR
Iraq,Middle East and Northern Africa,112,4.677,0.98549,0.81889,0.60237,0.0,0.13788,0.17922,1.95335,Middle East and Northern Africa,112,4.575,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,1.81657,117,4.49700021743774,1.10271048545837,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.107215754687786,1.31890726089478,Middle East and Northern Africa,117,4.456,1.01,0.971,0.536,0.304,0.148,0.095,Middle East and Northern Africa,126,4.437,1.043,0.98,0.574,0.241,0.148,0.089,Middle East and Northern Africa,Middle East and North Africa,4.784800053,9.661095619,0.747694969,59.90354919,0.633182645,-0.06956476,0.82226181,1.752173662,110,Middle East and North Africa,4.854,9.24,0.746,60.583,0.63,-0.053,0.875,2.429,111,107,4.941,1.894,IRQ
South Africa,Sub-Saharan Africa,113,4.642,0.92049,1.18468,0.27688,0.33207,0.08884,0.11973,1.71956,Sub-Saharan Africa,116,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,1.64227,101,4.8289999961853,1.05469870567322,1.38478863239288,0.187080070376396,0.479246735572815,0.139362379908562,0.0725094974040985,1.51090860366821,Sub-Saharan Africa,105,4.724,0.94,1.41,0.33,0.516,0.103,0.056,Sub-Saharan Africa,106,4.722,0.96,1.351,0.469,0.389,0.13,0.055,Sub-Saharan Africa,Sub-Saharan Africa,4.814099789,9.403370857,0.852532268,56.50601196,0.759330094,-0.109777324,0.843423843,1.625117302,109,Sub-Saharan Africa,4.956,9.403,0.86,56.904,0.749,-0.067,0.86,2.187,103,91,5.194,1.742,ZAF
Ghana,Sub-Saharan Africa,114,4.633,0.54558,0.67954,0.40132,0.42342,0.04355,0.23087,2.30919,Sub-Saharan Africa,124,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2.2002,131,4.11999988555908,0.667224824428558,0.873664736747742,0.295637726783752,0.423026293516159,0.256923943758011,0.0253363698720932,1.57786750793457,Sub-Saharan Africa,108,4.657,0.592,0.896,0.337,0.499,0.212,0.029,Sub-Saharan Africa,98,4.996,0.611,0.868,0.486,0.381,0.245,0.04,Sub-Saharan Africa,Sub-Saharan Africa,5.147999763,8.350645065,0.728601098,57.20398712,0.794796526,0.094170853,0.847964764,2.378437281,91,Sub-Saharan Africa,5.088,8.58,0.727,57.586,0.807,0.123,0.848,2.684,95,111,4.872,1.972,GHA
Zimbabwe,Sub-Saharan Africa,115,4.61,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,2.44191,Sub-Saharan Africa,131,4.193,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2.4427,138,3.875,0.375846534967422,1.08309590816498,0.196763753890991,0.336384207010269,0.189143493771553,0.0953753814101219,1.59797024726868,Sub-Saharan Africa,144,3.692,0.357,1.094,0.248,0.406,0.132,0.099,Sub-Saharan Africa,146,3.663,0.366,1.114,0.433,0.361,0.151,0.089,Sub-Saharan Africa,Sub-Saharan Africa,3.299200058,7.865711689,0.763092756,55.61725998,0.711457908,-0.072063953,0.81023699,0.841031075,151,Sub-Saharan Africa,3.145,7.943,0.75,56.201,0.677,-0.047,0.821,1.205,148,144,2.995,0.548,ZWE
India,Southern Asia,117,4.565,0.64499,0.38174,0.51529,0.39786,0.08492,0.26475,2.27513,Southern Asia,118,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2.18032,122,4.31500005722046,0.792221248149872,0.754372596740723,0.455427616834641,0.469987004995346,0.231538489460945,0.0922268852591515,1.5191171169281,Southern Asia,133,4.19,0.721,0.747,0.485,0.539,0.172,0.093,Southern Asia,140,4.015,0.755,0.765,0.588,0.498,0.2,0.085,Southern Asia,South Asia,3.573299885,8.849823952,0.592200935,60.21518707,0.881444871,0.057551607,0.772042692,0.734130859,144,South Asia,3.819,8.755,0.603,60.633,0.893,0.089,0.774,1.405,139,136,3.777,0.795,IND
Nepal,Southern Asia,121,4.514,0.35997,0.86449,0.56874,0.38282,0.05907,0.32296,1.95637,Southern Asia,107,4.793,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816,2.32694,99,4.96199989318848,0.479820191860199,1.17928326129913,0.504130780696869,0.440305948257446,0.394096165895462,0.0729755461215973,1.8912410736084,Southern Asia,101,4.88,0.425,1.228,0.539,0.526,0.302,0.078,Southern Asia,100,4.913,0.446,1.226,0.677,0.439,0.285,0.089,Southern Asia,South Asia,5.137199879,7.925357342,0.785512447,63.77917862,0.797565043,0.154168829,0.738099158,2.014386892,92,South Asia,5.269,8.12,0.774,64.233,0.782,0.152,0.727,2.642,87,84,5.377,2.224,NPL
Ethiopia,Sub-Saharan Africa,122,4.512,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,Sub-Saharan Africa,115,4.508,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2.65614,119,4.46000003814697,0.339233845472336,0.86466920375824,0.353409707546234,0.408842742443085,0.312650740146637,0.165455713868141,2.01574373245239,Sub-Saharan Africa,127,4.35,0.308,0.95,0.391,0.452,0.22,0.146,Sub-Saharan Africa,134,4.286,0.336,1.033,0.532,0.344,0.209,0.1,Sub-Saharan Africa,Sub-Saharan Africa,4.186200142,7.509385586,0.743307352,58.63959122,0.740795195,0.043377332,0.753690004,1.628459215,136,Sub-Saharan Africa,4.275,7.694,0.764,59.0,0.752,0.082,0.761,2.089,133,131,4.241,1.375,ETH
Sierra Leone,Sub-Saharan Africa,123,4.507,0.33024,0.95571,0.0,0.4084,0.08786,0.21488,2.51009,Sub-Saharan Africa,111,4.635,0.36485,0.628,0.0,0.30685,0.08196,0.23897,3.01402,106,4.70900011062622,0.36842092871666,0.984136044979095,0.0055647538974881,0.318697690963745,0.293040901422501,0.0710951760411263,2.66845989227295,Sub-Saharan Africa,113,4.571,0.256,0.813,0.0,0.355,0.238,0.053,Sub-Saharan Africa,129,4.374,0.268,0.841,0.242,0.309,0.252,0.045,Sub-Saharan Africa,Sub-Saharan Africa,3.926399946,7.26880312,0.636142015,50.86514282,0.715315044,0.088660747,0.861330688,2.046271801,139,Sub-Saharan Africa,3.849,7.434,0.63,51.651,0.717,0.084,0.866,2.396,138,140,3.574,1.556,SLE
Kenya,Sub-Saharan Africa,125,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,Sub-Saharan Africa,122,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,1.88326,112,4.55299997329712,0.560479462146759,1.06795072555542,0.309988349676132,0.452763766050339,0.444860309362411,0.0646413192152977,1.6519021987915,Sub-Saharan Africa,124,4.41,0.493,1.048,0.454,0.504,0.352,0.055,Sub-Saharan Africa,121,4.509,0.512,0.983,0.581,0.431,0.372,0.053,Sub-Saharan Africa,Sub-Saharan Africa,4.583000183,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,1.684904575,121,Sub-Saharan Africa,4.607,8.361,0.688,60.704,0.779,0.287,0.825,2.18,121,119,4.543,1.661,KEN
Armenia,Central and Eastern Europe,127,4.35,0.76821,0.77711,0.7299,0.19847,0.039,0.07855,1.75873,Central and Eastern Europe,121,4.36,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,1.97864,121,4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0834880918264389,0.0266744215041399,1.5214991569519,Central and Eastern Europe,129,4.321,0.816,0.99,0.666,0.26,0.077,0.028,Central and Eastern Europe,116,4.559,0.85,1.055,0.815,0.283,0.095,0.064,Central and Eastern Europe,Commonwealth of Independent States,4.676799774,9.100476265,0.757479429,66.75065613,0.712017834,-0.13877961,0.773544788,1.468161583,116,Commonwealth of Independent States,5.283,9.487,0.799,67.055,0.825,-0.168,0.629,2.127,86,82,5.399,1.654,ARM
Georgia,Central and Eastern Europe,130,4.297,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541,Central and Eastern Europe,126,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,1.87031,125,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.0540088154375553,0.251666635274887,1.50013780593872,Central and Eastern Europe,128,4.34,0.853,0.592,0.643,0.375,0.038,0.215,Central and Eastern Europe,119,4.519,0.886,0.666,0.752,0.346,0.043,0.164,Central and Eastern Europe,Commonwealth of Independent States,4.672599792,9.226100922,0.629033029,64.49520874,0.801641524,-0.22892037,0.665944695,1.69239831,117,Commonwealth of Independent States,4.891,9.585,0.671,64.3,0.783,-0.238,0.655,2.191,108,105,4.973,1.583,GEO
